AL011950,               ABLE,     51,
19500812, 0000,  , TS, 17.1N,  55.5W,  35, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
19500812, 0600,  , TS, 17.7N,  56.3W,  40, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
19500812, 1200,  , TS, 18.2N,  57.4W,  45, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
19500812, 1800,  , TS, 19.0N,  58.6W,  50, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
19500813, 0000,  , TS, 20.0N,  60.0W,  50, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
19500813, 0600,  , TS, 20.7N,  61.1W,  50, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
19500813, 1200,  , TS, 21.3N,  62.2W,  55, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
19500813, 1800,  , TS, 22.0N,  63.2W,  55,  997, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
19500814, 0000,  , TS, 22.7N,  63.8W,  60,  995, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
19500814, 0600,  , TS, 23.1N,  64.6W,  60, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
19500814, 1200,  , TS, 23.4N,  65.4W,  60,  995, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
19500814, 1800,  , HU, 23.9N,  66.0W,  65,  989, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
19500815, 0000,  , HU, 24.4N,  66.2W,  65, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
19500815, 0600,  , HU, 24.8N,  66.5W,  65, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
19500815, 1200,  , HU, 25.2N,  66.8W,  70,  987, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
19500815, 1800,  , HU, 25.5N,  67.5W,  75, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
19500816, 0000,  , HU, 25.7N,  68.1W,  80, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
19500816, 0600,  , HU, 25.7N,  68.7W,  80, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
19500816, 1200,  , HU, 25.5N,  69.3W,  80,  980, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
19500816, 1800,  , HU, 25.4N,  69.8W,  85, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
19500817, 0000,  , HU, 25.4N,  70.6W,  90, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
19500817, 0600,  , HU, 25.4N,  71.5W,  95, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
19500817, 1200,  , HU, 25.5N,  72.6W, 100,  962, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
19500817, 1800,  , HU, 25.9N,  73.3W, 100, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
19500818, 0000,  , HU, 26.7N,  73.9W, 100, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
19500818, 0600,  , HU, 27.3N,  74.4W, 100, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
19500818, 1200,  , HU, 27.9N,  74.9W, 100,  958, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
19500818, 1800,  , HU, 28.4N,  75.3W, 105, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
19500819, 0000,  , HU, 29.1N,  75.5W, 105, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
19500819, 0600,  , HU, 29.9N,  75.5W, 105, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
19500819, 1200,  , HU, 30.7N,  75.5W, 105,  953, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
19500819, 1800,  , HU, 31.7N,  75.5W, 110, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
19500820, 0000,  , HU, 32.8N,  75.2W, 110, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
19500820, 0600,  , HU, 34.4N,  74.3W, 105, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
19500820, 1200,  , HU, 36.0N,  72.7W, 100, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
19500820, 1800,  , HU, 37.6N,  71.0W,  90, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
19500821, 0000,  , HU, 39.3N,  69.4W,  80, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
19500821, 0600,  , HU, 41.2N,  67.3W,  70, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
19500821, 1200,  , HU, 43.3N,  65.0W,  65, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
19500821, 1600, L, HU, 44.6N,  63.7W,  65, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
